[12, 'on'] [8, 'off'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'off']	0.886384871716	[2, 4, 0, 3, 6, 2, 1]
[12, 'on'] [8, 'off'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'on'] [11, 'off']	0.895338254259	[2, 6, 0, 3, 5, 2, 1]
[12, 'on'] [8, 'off'] [5, 'on'] [2, 'on'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'on'] [11, 'off']	0.895338254259	[2, 6, 0, 5, 3, 2, 1]
[12, 'on'] [8, 'on'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'off'] [11, 'off']	0.895338254259	[3, 4, 0, 3, 5, 2, 1]
[12, 'on'] [8, 'on'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'on'] [3, 'on'] [4, 'off'] [11, 'off']	0.895338254259	[3, 4, 0, 5, 3, 2, 1]
[8, 'off'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'off'] [11, 'off']	0.904382075009	[1, 4, 0, 2, 6, 1, 1]
[8, 'off'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'on'] [3, 'on'] [4, 'off'] [11, 'off']	0.904382075009	[1, 4, 0, 4, 4, 2, 0]
[8, 'on'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'on'] [11, 'off']	0.904382075009	[1, 4, 0, 4, 4, 2, 0]
[8, 'on'] [5, 'on'] [2, 'on'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'on'] [11, 'off']	0.904382075009	[1, 4, 0, 6, 2, 1, 1]
[12, 'on'] [8, 'off'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'off']	0.904382075009	[2, 2, 0, 2, 6, 2, 0]
[12, 'on'] [8, 'off'] [5, 'on'] [2, 'on'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'off']	0.904382075009	[2, 2, 0, 4, 4, 1, 1]
[12, 'on'] [8, 'on'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'on']	0.904382075009	[2, 2, 0, 4, 4, 1, 1]
[12, 'on'] [8, 'on'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'on'] [3, 'on'] [4, 'on']	0.904382075009	[2, 2, 0, 6, 2, 2, 0]
[1, 'off'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'off']	0.913517247484	[0, 2, 0, 3, 5, 1, 0]
[1, 'off'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'off']	0.913517247484	[0, 2, 0, 5, 3, 1, 0]
[2, 'off'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'off']	0.913517247484	[0, 4, 0, 3, 4, 0, 2]
[8, 'off'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'on']	0.913517247484	[1, 0, 0, 3, 5, 1, 0]
[8, 'off'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'on'] [3, 'on'] [4, 'on']	0.913517247484	[1, 0, 0, 5, 3, 1, 0]
[8, 'on'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'off']	0.913517247484	[1, 2, 0, 4, 3, 0, 2]
[8, 'on'] [5, 'on'] [2, 'on'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'off']	0.913517247484	[1, 3, 0, 4, 3, 0, 2]
[12, 'off'] [10, 'off'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'off'] [11, 'off']	0.913517247484	[1, 4, 0, 1, 5, 1, 2]
[12, 'off'] [10, 'off'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'on'] [3, 'on'] [4, 'off'] [11, 'off']	0.913517247484	[1, 4, 0, 3, 3, 2, 1]
[12, 'on'] [8, 'off'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'off'] [11, 'off']	0.913517247484	[2, 2, 0, 1, 5, 2, 1]
[12, 'on'] [8, 'off'] [5, 'on'] [2, 'on'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'off'] [11, 'off']	0.913517247484	[2, 2, 0, 3, 3, 1, 2]
[1, 'off'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'on'] [11, 'off']	0.922744694428	[0, 2, 0, 2, 4, 1, 1]
[2, 'off'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'on'] [11, 'off']	0.922744694428	[0, 2, 0, 4, 2, 1, 1]
[8, 'on'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'off'] [9, 'on'] [10, 'off'] [11, 'off']	0.922744694428	[1, 0, 0, 2, 4, 1, 1]
[8, 'on'] [5, 'on'] [2, 'on'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'off'] [11, 'off']	0.922744694428	[1, 0, 0, 4, 2, 1, 1]
[12, 'off'] [10, 'off'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'on']	0.922744694428	[1, 4, 0, 3, 3, 0, 2]
[12, 'off'] [10, 'off'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'on'] [3, 'on'] [4, 'on']	0.922744694428	[1, 4, 0, 3, 3, 1, 1]
[12, 'on'] [8, 'off'] [5, 'off'] [1, 'on'] [3, 'off'] [6, 'on'] [5, 'off'] [2, 'off']	0.922744694428	[2, 2, 0, 4, 2, 1, 1]
[12, 'on'] [8, 'on'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'off'] [2, 'off']	0.922744694428	[2, 3, 0, 4, 2, 0, 2]
[12, 'on'] [8, 'on'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'off']	0.922744694428	[2, 4, 0, 1, 4, 2, 1]
[2, 'off'] [3, 'on'] [6, 'off'] [9, 'on'] [10, 'on'] [7, 'off'] [4, 'off']	0.932065347907	[0, 0, 0, 3, 2, 0, 2]
[8, 'off'] [9, 'off'] [10, 'on'] [7, 'on'] [6, 'off'] [5, 'on'] [1, 'off']	0.932065347907	[1, 0, 0, 3, 3, 0, 1]
